call_id,caller_number,receiver_number,call_start_time,call_end_time,call_duration,call_type,cell_tower_id,call_status,data_usage,call_date,call_hour,weekend_flag
22fe172d-8f74-4e61-904e-b2f1d8a97d31,001-995-951-0857x689,+1-993-433-2799,2025-02-12 13:36:05,2025-02-12 13:46:50,645,data,TWR-16518,completed,6.758213043481273,2025-02-12,13,0
391022a6-8ba8-4a80-ae44-2bcd6b2aaa9a,405.237.7459,001-856-590-4408x21227,2025-05-15 05:59:57,2025-05-15 06:15:21,924,data,TWR-71699,completed,16.168929311422986,2025-05-15,5,0
6ba0b1b6-a937-45e2-95a9-fb2818183276,(430)819-0283,(581)507-5124x7118,2025-05-07 17:10:17,2025-05-07 17:52:38,2541,voice,TWR-27105,completed,0.0,2025-05-07,17,0
1643a88b-7a7d-4dd9-be6d-cc63391e1fa6,885-623-9403x09566,318-582-0271,2025-01-21 15:09:25,2025-01-21 15:18:26,541,voice,TWR-15017,completed,0.0,2025-01-21,15,0
62a4d7d8-06bf-442a-a9bd-6bf85542732e,001-439-419-8228x965,(438)763-8913x3318,2025-05-17 16:05:00,2025-05-17 16:13:45,525,voice,TWR-96135,completed,0.0,2025-05-17,16,1
c240379d-1964-475c-b0bd-fb6e189e6409,780.297.0467,(779)813-4607x25952,2025-01-16 15:30:06,2025-01-16 16:08:16,2290,voice,TWR-68017,failed,0.0,2025-01-16,15,0
9803b652-a3fa-4d40-b192-0f052cdb9ae1,001-652-448-6122x3443,2173881797,2025-05-14 20:52:07,2025-05-14 21:49:29,3442,SMS,TWR-58051,completed,0.0,2025-05-14,20,0
57ed27d4-ccc2-4a1b-b476-dc27be9bae9c,3032207760,274-336-4511x841,2025-05-18 20:46:48,2025-05-18 21:06:38,1190,SMS,TWR-03298,completed,0.0,2025-05-18,20,1
e1e7e501-2c2a-41c4-a8db-86a37f8c0ad5,358.715.7339x9918,+1-523-446-9362x05614,2025-04-26 20:16:42,2025-04-26 20:37:35,1253,SMS,TWR-15183,completed,0.0,2025-04-26,20,1
51b3edb0-b84b-441e-8bac-cc625f36e38c,813-853-5846x934,2574766051,2025-01-01 00:12:03,2025-01-01 01:11:34,3571,voice,TWR-33284,completed,0.0,2025-01-01,0,0
7512b2b7-c0c0-4056-9b98-a8ad37c37a0c,360.717.3296,+1-948-217-0811x860,2025-03-10 17:32:24,2025-03-10 18:03:58,1894,data,TWR-99366,completed,0.03231832072373576,2025-03-10,17,0
05e2f8fa-d35e-44a0-85c0-e7fc49d7d6cd,001-661-502-4298x28607,+1-320-873-9705x34417,2025-04-16 14:15:20,2025-04-16 14:30:09,889,voice,TWR-06917,completed,0.0,2025-04-16,14,0
53034833-6045-40ca-8bf9-c85576449dcd,001-977-766-1030,945-614-6114,2025-02-05 16:33:28,2025-02-05 17:15:13,2505,voice,TWR-24137,completed,0.0,2025-02-05,16,0
58501b66-b230-44ce-80ff-d9f851e6993c,250-864-9351x14238,(244)626-8309x2189,2025-03-21 10:51:28,2025-03-21 11:41:14,2986,data,TWR-40513,completed,2.0025176676778638,2025-03-21,10,0
0929e197-78fe-4f80-b0b8-d1a9a394e236,(244)483-5498x264,910-425-1969x2778,2025-03-11 17:31:31,2025-03-11 17:50:31,1140,voice,TWR-65362,failed,0.0,2025-03-11,17,0
20db6913-c6ce-475b-9487-8604a123d67b,+1-680-322-6499x0632,856.365.1259,2025-01-27 17:42:59,2025-01-27 18:41:46,3527,voice,TWR-49894,completed,0.0,2025-01-27,17,0
177a3afe-d8cf-4bbd-b433-cb31cc71d6ad,001-308-851-3704x868,629.893.7979,2025-02-18 10:32:45,2025-02-18 10:50:13,1048,SMS,TWR-19198,completed,0.0,2025-02-18,10,0
1b57e66c-e722-4108-93f6-fccfd48092c8,799-242-1964,(959)303-5308,2025-01-29 12:01:08,2025-01-29 12:13:26,738,voice,TWR-02820,completed,0.0,2025-01-29,12,0
83e951c3-1627-4227-a8d7-2a1acf4171e2,(242)777-6223x80696,(624)441-9912,2025-01-03 19:07:02,2025-01-03 19:48:35,2493,voice,TWR-17756,completed,0.0,2025-01-03,19,0
aefc3cb7-200c-4c36-bb99-b3ddaed9a628,346-543-1806,+1-786-247-8232x412,2025-05-16 12:39:25,2025-05-16 12:40:14,49,voice,TWR-66625,completed,0.0,2025-05-16,12,0
ff449909-d86e-4bf7-904f-c93f58737d55,(878)285-4186x350,408.455.6254,2025-05-19 12:08:13,2025-05-19 12:15:14,421,voice,TWR-67227,completed,0.0,2025-05-19,12,0
794b130d-8216-4d7a-897e-ec05be4c4887,(284)747-7820x45291,5747611354,2025-04-18 19:06:23,2025-04-18 19:29:42,1399,voice,TWR-22669,completed,0.0,2025-04-18,19,0
15db7204-4c8c-478a-9be5-bc003d021227,467.697.9044x27092,(651)372-1725x2876,2025-04-16 17:16:37,2025-04-16 17:44:34,1677,SMS,TWR-79276,completed,0.0,2025-04-16,17,0
0934b2c8-097c-4b05-9cf8-8c7bc1b9a7fb,312-520-5293x50755,001-823-663-3492x823,2025-02-12 13:59:13,2025-02-12 14:46:51,2858,SMS,TWR-69415,completed,0.0,2025-02-12,13,0
1a7ca6b6-d00b-440a-90f3-2735cc55f633,001-376-539-0665x0736,568.354.6291,2025-05-16 16:55:35,2025-05-16 17:22:01,1586,SMS,TWR-13049,completed,0.0,2025-05-16,16,0
481d1919-3237-48db-b260-2f4e71d3b0d3,947-948-7880x996,7419753392,2025-01-11 13:32:43,2025-01-11 14:28:23,3340,SMS,TWR-95838,completed,0.0,2025-01-11,13,1
5568e922-d970-4617-8085-b9b4f376ac7d,963.774.6659,367-826-7145x17266,2025-01-11 14:09:55,2025-01-11 14:32:05,1330,voice,TWR-93492,completed,0.0,2025-01-11,14,1
0beb575d-2168-4d31-9984-e3d0b90bc957,001-401-668-5549x263,(475)285-3944,2025-02-06 18:20:39,2025-02-06 18:30:14,575,SMS,TWR-49578,completed,0.0,2025-02-06,18,0
4bccabe5-7b13-4f1f-9168-b414e2935fd0,431.995.1818x88550,+1-505-439-1365x595,2025-03-30 20:07:34,2025-03-30 20:08:35,61,voice,TWR-68794,completed,0.0,2025-03-30,20,1
9f8c92ec-62b4-47ed-8df1-5e779ed72766,895-977-6083,829-579-5429x3271,2025-05-07 14:00:21,2025-05-07 14:13:06,765,voice,TWR-14679,completed,0.0,2025-05-07,14,0
0ce792b1-4719-4a09-8f47-3da8ccc309d1,404.316.0074x4713,9046115316,2025-04-21 09:25:20,2025-04-21 09:29:59,279,voice,TWR-99472,completed,0.0,2025-04-21,9,0
06424482-1be0-40fa-b160-63b64b087441,918-795-4729,224.806.8809x83177,2025-02-13 06:33:16,2025-02-13 07:09:37,2181,SMS,TWR-83217,completed,0.0,2025-02-13,6,0
23e62d15-e94a-4354-94b2-9276d17f1667,622-603-0152x44452,668.371.8499,2025-02-22 11:43:05,2025-02-22 12:14:07,1862,voice,TWR-61188,completed,0.0,2025-02-22,11,1
2257c90b-0172-4042-bf17-98b29e4d6185,001-826-455-6804x90431,+1-793-894-8121x045,2025-04-20 09:54:20,2025-04-20 10:30:31,2171,data,TWR-54085,completed,5.012579259870359,2025-04-20,9,1
a396de9f-b606-48ca-92ba-1c157fcf9a51,(208)753-3188,562.880.3430x925,2025-01-27 13:55:16,2025-01-27 14:09:15,839,SMS,TWR-08477,completed,0.0,2025-01-27,13,0
18ca22c9-bbb6-4524-a4d2-425d93699a96,+1-357-821-5718x6048,244.726.4135x0273,2025-03-17 21:51:58,2025-03-17 22:04:22,744,SMS,TWR-86156,completed,0.0,2025-03-17,21,0
dce20168-153a-4ada-959e-18421b5a7feb,(226)520-9887,3752623967,2025-03-27 13:28:21,2025-03-27 13:41:41,800,voice,TWR-77690,completed,0.0,2025-03-27,13,0
c5fa69a5-69c4-4647-8266-12b2199c88af,532.724.4013,731-549-3060x310,2025-04-21 02:50:40,2025-04-21 03:40:52,3012,SMS,TWR-13151,completed,0.0,2025-04-21,2,0
409f983b-9d57-46ec-aaad-9f0f480a05d1,395.550.0989,001-987-203-7609x292,2025-03-21 21:30:48,2025-03-21 21:31:54,66,voice,TWR-85309,completed,0.0,2025-03-21,21,0
18e9a71e-9018-408c-bc15-c564844ba61a,574.311.1461,216-468-7823x6582,2025-02-23 17:40:43,2025-02-23 17:45:43,300,SMS,TWR-95013,completed,0.0,2025-02-23,17,1
ae32596d-11eb-4344-8c13-7cc3cd45aa49,001-951-324-1598x166,+1-853-257-1944x7725,2025-01-01 22:59:39,2025-01-01 23:51:59,3140,voice,TWR-42006,completed,0.0,2025-01-01,22,0
afd83c64-e48c-4af5-9e3d-dedd6471ff7e,+1-355-509-4033x807,892.783.1052x412,2025-04-06 23:25:58,2025-04-07 00:04:57,2339,voice,TWR-56682,completed,0.0,2025-04-06,23,1
050351a1-9d51-4e65-92cf-ef852b1c246c,697-983-8666x816,211.529.1256x70066,2025-03-27 09:03:47,2025-03-27 09:22:32,1125,voice,TWR-82570,completed,0.0,2025-03-27,9,0
070a5d8e-88a7-4be3-a547-697f27412a02,2912847999,(456)793-1941x2501,2025-02-12 14:36:37,2025-02-12 14:46:18,581,voice,TWR-78003,completed,0.0,2025-02-12,14,0
793f5231-2eb1-462e-895e-037f769c7aaa,919-209-3048x1016,608.271.2117,2025-04-27 16:49:37,2025-04-27 17:41:44,3127,SMS,TWR-99474,completed,0.0,2025-04-27,16,1
ec8811a2-c226-4831-9c5c-fa3546ffb52c,747-471-9652x1375,+1-387-238-5198x893,2025-04-11 07:35:33,2025-04-11 08:07:27,1914,voice,TWR-38753,completed,0.0,2025-04-11,7,0
a9b8e572-bf61-4b4e-a321-e0bd44d1afb6,570-247-8332x496,(958)275-4933x194,2025-03-09 16:59:42,2025-03-09 17:31:03,1881,SMS,TWR-24198,completed,0.0,2025-03-09,16,1
f155576c-7956-48d9-b1b8-08074aa419e5,242-298-0470x42291,+1-974-464-7416x1116,2025-02-19 13:22:27,2025-02-19 13:25:23,176,SMS,TWR-71435,completed,0.0,2025-02-19,13,0
d0e96418-b01d-4d93-a6da-3d317e4c7ab8,939-458-1959x1879,671.526.1567,2025-02-28 05:27:08,2025-02-28 06:08:21,2473,voice,TWR-51487,failed,0.0,2025-02-28,5,0
5bdc08d8-44f5-415c-9ebe-9bc7ec07925d,242.533.8026x8157,645.583.3671x1195,2025-03-22 15:28:56,2025-03-22 16:16:17,2841,voice,TWR-21861,completed,0.0,2025-03-22,15,1
0458a24a-fe1e-45e4-b564-c3c457099032,+1-960-379-7919x05788,440.958.2857x46390,2025-03-06 04:05:52,2025-03-06 04:52:05,2773,voice,TWR-38057,completed,0.0,2025-03-06,4,0
bcceb312-9f79-474e-94ea-27576773b1cd,245-209-7215,(239)574-1584,2025-01-28 17:53:44,2025-01-28 18:50:25,3401,voice,TWR-23049,completed,0.0,2025-01-28,17,0
7e106d97-d781-4b61-b17e-360d301a4edd,2944714362,436-503-2232x2715,2025-02-07 19:25:05,2025-02-07 19:47:42,1357,voice,TWR-82014,completed,0.0,2025-02-07,19,0
1617d7a2-633b-4d07-93a5-0bed48321ac9,(858)749-0652x1594,(775)326-7974,2025-04-10 07:28:41,2025-04-10 08:23:00,3259,voice,TWR-77627,failed,0.0,2025-04-10,7,0
bf4dcfb4-e4f1-42d8-a2a4-a9f7f8c9502c,601.968.1662,881.739.2882,2025-04-27 00:20:03,2025-04-27 00:56:07,2164,voice,TWR-83939,completed,0.0,2025-04-27,0,1
95fa7e2a-ecd1-42d1-9aab-0a2e5d13f114,637.368.8685x52321,721-823-9892x035,2025-03-11 05:42:31,2025-03-11 06:03:33,1262,voice,TWR-54573,failed,0.0,2025-03-11,5,0
fa363410-421c-4c4c-92b9-1791270b15b7,001-961-539-5772,+1-945-322-7592x8282,2025-03-23 17:06:54,2025-03-23 17:13:10,376,voice,TWR-47755,completed,0.0,2025-03-23,17,1
33d1dc10-220d-47d6-881c-8e88a120ef24,300.494.0370x2029,001-601-981-0480x3283,2025-05-07 04:32:16,2025-05-07 04:55:43,1407,voice,TWR-88658,completed,0.0,2025-05-07,4,0
65f6d3d6-5b0f-4cce-abcd-041d2692534f,963.328.3471,691.542.2833,2025-02-19 22:54:59,2025-02-19 23:18:41,1422,voice,TWR-81806,completed,0.0,2025-02-19,22,0
a93a8e55-bf9e-4a91-956d-6ec8d0134db1,+1-412-970-9740x719,511.597.6518x8122,2025-03-23 04:17:20,2025-03-23 04:49:45,1945,voice,TWR-07725,completed,0.0,2025-03-23,4,1
07a21790-1ae2-4c9d-93d4-2cdee061c957,505.230.3258x696,685.618.0807x0590,2025-01-12 00:22:53,2025-01-12 00:37:38,885,voice,TWR-42047,completed,0.0,2025-01-12,0,1
03b8ea49-299d-458f-8f0a-b7eb78b3d949,423.833.9296x7750,001-242-702-6234,2025-01-22 21:28:11,2025-01-22 22:10:12,2521,voice,TWR-80064,completed,0.0,2025-01-22,21,0
c177808d-970d-4867-a932-27037c0f51b9,(932)281-3032,(875)328-3370,2025-05-22 03:29:35,2025-05-22 04:01:54,1939,SMS,TWR-18529,completed,0.0,2025-05-22,3,0
2b33d4e1-1671-4559-9c32-f16587fd626d,(736)603-9519x95830,001-263-247-2141,2025-05-09 16:55:31,2025-05-09 17:07:27,716,SMS,TWR-99340,completed,0.0,2025-05-09,16,0
86c3f30b-df96-4378-864c-bbe28e7f86b0,001-897-213-0347x405,+1-620-642-0108,2025-02-14 15:46:17,2025-02-14 16:13:55,1658,SMS,TWR-27573,completed,0.0,2025-02-14,15,0
f4bb9ec8-ac19-49de-8736-c735cb70f16c,+1-503-399-5337,(690)326-4551x07022,2025-03-03 04:58:06,2025-03-03 05:52:57,3291,SMS,TWR-80213,completed,0.0,2025-03-03,4,0
68fbb6a3-d425-479a-b160-cf1ecf613321,+1-997-243-3544x98373,+1-286-678-6294x086,2025-02-24 07:21:28,2025-02-24 08:18:10,3402,data,TWR-02790,failed,11.027935631697357,2025-02-24,7,0
15828275-9496-48a3-bf4d-ae32e3545d0f,411.945.4875x13845,+1-558-642-0704x49884,2025-01-07 11:29:14,2025-01-07 12:27:31,3497,SMS,TWR-35154,completed,0.0,2025-01-07,11,0
24ba9961-ed2e-462f-b422-eec39c344581,(210)808-0481x95887,667.883.2424,2025-03-22 07:38:50,2025-03-22 07:40:48,118,voice,TWR-05960,failed,0.0,2025-03-22,7,1
73238043-5712-4ae8-8356-59dbb0a08364,(934)693-7774,001-296-837-7661x3232,2025-03-24 22:44:11,2025-03-24 23:18:13,2042,SMS,TWR-74511,failed,0.0,2025-03-24,22,0
00cdda4f-d7aa-4928-9914-dcd2b2e6120d,001-978-541-8454,(263)904-8182,2025-03-16 07:52:10,2025-03-16 08:00:36,506,SMS,TWR-05461,completed,0.0,2025-03-16,7,1
5cbdaa50-c59a-447a-91e5-82c98775c894,7877642118,873.619.9098x90234,2025-01-26 11:03:25,2025-01-26 11:51:49,2904,voice,TWR-91828,completed,0.0,2025-01-26,11,1
111f57d1-11bc-4097-84d6-1bf799a6586a,001-920-554-4240x5728,001-643-640-1575,2025-01-14 14:17:58,2025-01-14 14:48:41,1843,SMS,TWR-10858,completed,0.0,2025-01-14,14,0
d0b2bea9-d149-408e-9085-8b7bb9c2a771,556-394-1990,+1-440-299-0576x102,2025-04-09 02:54:08,2025-04-09 03:21:42,1654,SMS,TWR-88909,completed,0.0,2025-04-09,2,0
4db0a8eb-05a7-4dc6-b889-a4a5e25245b9,001-697-507-5231,664-719-3766,2025-02-24 19:00:01,2025-02-24 19:43:08,2587,SMS,TWR-59187,completed,0.0,2025-02-24,19,0
2c6a125f-308c-4208-9a77-430320b1ee0f,9555214992,(463)514-3450,2025-03-05 02:00:41,2025-03-05 02:46:15,2734,SMS,TWR-29402,completed,0.0,2025-03-05,2,0
dc6cd014-6a52-4ce0-b6ed-d88b5576dd92,952.867.3285,553.915.3421,2025-02-19 04:44:46,2025-02-19 05:36:24,3098,voice,TWR-23109,completed,0.0,2025-02-19,4,0
47ad8b0a-1e7e-4d47-8c72-c413c0767e8e,262.541.0640x3481,001-292-739-3403x760,2025-01-23 15:08:23,2025-01-23 16:04:34,3371,voice,TWR-40517,completed,0.0,2025-01-23,15,0
b8446909-4ba0-4094-af61-865b172dec2d,(780)609-2227,(354)587-9997x7181,2025-04-14 16:18:24,2025-04-14 16:59:49,2485,SMS,TWR-30960,completed,0.0,2025-04-14,16,0
6e553099-05ee-4d38-942e-f4d9c3065657,001-595-744-9340x987,853.682.0943,2025-03-05 20:34:40,2025-03-05 20:37:25,165,voice,TWR-54128,failed,0.0,2025-03-05,20,0
922ed9f3-091d-44ff-b106-bc6685bf5a6d,001-433-587-8107x0139,(215)814-5864x723,2025-04-18 03:15:50,2025-04-18 03:29:45,835,voice,TWR-24554,completed,0.0,2025-04-18,3,0
66b81810-7504-4aba-b524-c9e9f9ef231b,345.771.2778x30163,662-366-2615,2025-01-11 22:24:57,2025-01-11 23:02:27,2250,voice,TWR-41631,completed,0.0,2025-01-11,22,1
4b75d49f-4cb8-45fb-8324-a59285b23760,001-814-422-0666x0322,001-232-748-1077x626,2025-03-28 13:29:25,2025-03-28 13:36:54,449,voice,TWR-38300,completed,0.0,2025-03-28,13,0
68a50e99-ba82-4a82-b3f6-2e57225fd2e6,913.236.3435,733-646-0415,2025-05-20 01:33:50,2025-05-20 02:18:32,2682,SMS,TWR-22924,completed,0.0,2025-05-20,1,0
c0ff4afa-4ed1-4292-adc2-10d3ddc552c1,+1-893-465-1249x9513,3647080640,2025-02-13 23:41:42,2025-02-13 23:51:59,617,voice,TWR-58192,completed,0.0,2025-02-13,23,0
c6d1589e-ff73-4f11-aa7d-230e2f7ea9fd,909.638.6995,811.649.7184x3498,2025-04-30 19:05:36,2025-04-30 20:05:05,3569,voice,TWR-01508,failed,0.0,2025-04-30,19,0
7497dc12-10c1-45a2-b592-21cc81afa5f7,(916)758-8675x5098,220-856-0604,2025-04-27 13:45:31,2025-04-27 14:37:00,3089,SMS,TWR-12544,completed,0.0,2025-04-27,13,1
03a19068-85ae-4804-8dfc-e7dfb1d93a5f,446-327-9794x844,(776)827-3919x9211,2025-04-20 18:19:41,2025-04-20 18:58:57,2356,voice,TWR-56709,completed,0.0,2025-04-20,18,1
fe1b504a-0356-41ed-82bc-3fda7e0966a5,317.417.5165,(462)958-6762x95242,2025-03-07 05:20:57,2025-03-07 05:36:07,910,SMS,TWR-46905,completed,0.0,2025-03-07,5,0
18cb6284-3faf-4e02-a9e0-15df85d975fe,(304)976-1411x811,594-357-6405x7918,2025-04-09 16:47:37,2025-04-09 16:52:49,312,SMS,TWR-78428,completed,0.0,2025-04-09,16,0
9ec5906e-1af1-4ad5-b831-a6ef6a3309f7,811-556-5954,918-477-2900x1640,2025-01-24 07:31:08,2025-01-24 07:33:16,128,voice,TWR-06268,failed,0.0,2025-01-24,7,0
4d9b9da2-dcf4-45fa-81f0-46d61729c918,894-875-3597x073,915.891.6743x40138,2025-02-08 21:22:42,2025-02-08 21:29:24,402,SMS,TWR-16801,completed,0.0,2025-02-08,21,1
c2eb1488-14e4-49c1-8287-fcbeb5ebf095,959-731-8953,(594)973-9401x911,2025-01-05 09:58:13,2025-01-05 10:47:21,2948,voice,TWR-53552,completed,0.0,2025-01-05,9,1
d79fbf03-12aa-4a40-ba26-81c0b54e1363,(977)764-5928x2264,642-837-2847,2025-05-09 08:37:27,2025-05-09 09:05:50,1703,voice,TWR-69099,completed,0.0,2025-05-09,8,0
b3f000bd-28e3-480c-88ea-7f4e3fd5f35f,(891)707-8328x8023,8335555140,2025-03-19 08:33:43,2025-03-19 08:35:22,99,voice,TWR-26980,completed,0.0,2025-03-19,8,0
09b62e37-b72b-48f1-a141-c61975f4aff5,(671)483-5334x926,+1-333-827-0825x277,2025-04-28 23:43:55,2025-04-28 23:45:26,91,voice,TWR-38062,completed,0.0,2025-04-28,23,0
70d2d24b-7297-4167-a280-79cec98b3fe6,3729109362,9992868063,2025-04-12 18:05:55,2025-04-12 18:49:14,2599,SMS,TWR-56277,failed,0.0,2025-04-12,18,1
8a54d7ea-aa6c-48d6-a4a4-7068a4868a89,+1-870-646-2029x6810,(392)355-1672,2025-03-22 18:07:11,2025-03-22 18:10:38,207,SMS,TWR-47268,completed,0.0,2025-03-22,18,1
345f155d-370b-4b4b-b8d8-487ccb60cfeb,456-254-2871,001-872-901-0092x1462,2025-01-20 08:07:22,2025-01-20 08:33:41,1579,voice,TWR-76373,completed,0.0,2025-01-20,8,0
cb4f1da6-a02a-47ce-833a-022a75c2dde6,(382)968-8865,(319)889-8582x3953,2025-02-13 23:26:53,2025-02-13 23:40:07,794,voice,TWR-65768,completed,0.0,2025-02-13,23,0
e8b4f919-0ebe-4c2f-abea-5bfd22d65e63,(628)366-5375x6126,787.814.7084,2025-04-16 00:28:11,2025-04-16 01:03:10,2099,voice,TWR-26693,failed,0.0,2025-04-16,0,0
9153bde6-2f4f-4400-9286-0efe6746f604,354-705-9725x253,703.600.0143x7488,2025-03-03 20:10:07,2025-03-03 21:02:43,3156,SMS,TWR-42565,completed,0.0,2025-03-03,20,0
f7d1cd9d-ed04-4a43-82d2-f0572044d07b,8769704776,(763)970-1292,2025-05-10 12:46:35,2025-05-10 13:20:46,2051,voice,TWR-87155,completed,0.0,2025-05-10,12,1
0b775b49-a2be-4c74-bb23-b14f3b3a3997,628-712-8652x7579,305-576-2913x109,2025-02-02 05:42:36,2025-02-02 06:19:42,2226,voice,TWR-51861,failed,0.0,2025-02-02,5,1
7a6a10f7-d1c9-4cf9-9788-177f3da98e1d,001-373-373-7218,+1-278-680-4909,2025-01-05 04:04:10,2025-01-05 04:41:34,2244,voice,TWR-70250,completed,0.0,2025-01-05,4,1
93264a27-2742-44dd-a199-824e71f97c09,954.884.6712x61866,+1-268-940-8148x02595,2025-03-01 13:13:48,2025-03-01 13:40:04,1576,voice,TWR-85207,completed,0.0,2025-03-01,13,1
4bb655d6-9622-4384-a9fd-c2e11693bd40,794.342.5893x677,001-324-989-7850,2025-01-18 16:12:49,2025-01-18 16:56:26,2617,SMS,TWR-81942,completed,0.0,2025-01-18,16,1
0196950c-3813-4186-8d1b-17ff725aa24c,001-957-471-6311,833-401-9440x80888,2025-05-20 05:41:55,2025-05-20 06:29:49,2874,SMS,TWR-30101,completed,0.0,2025-05-20,5,0
a38536bd-d755-45eb-af9c-a00878b4d831,580.254.1501x833,(690)407-3487x690,2025-04-23 11:47:30,2025-04-23 12:05:13,1063,voice,TWR-82632,completed,0.0,2025-04-23,11,0
88f257b4-d912-4ae9-a29d-47f3ea2339ed,354-785-5027x432,(924)457-4690x69023,2025-05-17 02:32:45,2025-05-17 03:21:58,2953,SMS,TWR-98260,completed,0.0,2025-05-17,2,1
9f4c56fb-99dc-499c-b05f-2ba56c71f625,923.992.9897x400,(217)867-7060x461,2025-02-05 00:55:17,2025-02-05 01:32:49,2252,voice,TWR-51824,completed,0.0,2025-02-05,0,0
ab4797cb-30f5-4dc7-bca9-e857dd048f89,(874)255-1965x4045,+1-503-451-7243x3663,2025-01-19 20:15:35,2025-01-19 20:52:46,2231,voice,TWR-90922,failed,0.0,2025-01-19,20,1
027186db-a825-404a-ae22-1292a08d81a1,001-406-410-2751x6556,292.503.5261x3650,2025-01-14 00:09:34,2025-01-14 00:51:08,2494,voice,TWR-57632,completed,0.0,2025-01-14,0,0
9d47a8f8-4e3d-4aab-a096-c77201db4cc9,+1-246-219-1653x6631,+1-417-812-2340x70296,2025-03-15 04:42:41,2025-03-15 05:20:16,2255,SMS,TWR-19653,completed,0.0,2025-03-15,4,1
2ec3eb7f-44a2-439e-a742-bc33c5dca731,(791)592-1575,584.609.9887x522,2025-01-30 03:41:59,2025-01-30 04:20:10,2291,voice,TWR-95750,completed,0.0,2025-01-30,3,0
ce08e7a7-3887-40bf-9239-06f1eb9cb3dc,+1-826-651-8715x8982,392.934.1896x93857,2025-02-20 04:33:30,2025-02-20 05:05:15,1905,voice,TWR-21032,completed,0.0,2025-02-20,4,0
6af2e1db-9949-4353-89cb-f0a224c16e10,001-654-651-5168x93026,223.899.5730x46744,2025-04-07 13:38:41,2025-04-07 14:09:33,1852,voice,TWR-73510,completed,0.0,2025-04-07,13,0
49bde116-4903-4cd5-9d74-19975f127be8,001-545-398-8936x4710,259-437-4337,2025-03-01 03:49:52,2025-03-01 04:10:48,1256,voice,TWR-39495,completed,0.0,2025-03-01,3,1
636c67dd-2c23-4954-8710-90f3acc4795b,001-935-418-8196x89241,769-784-4268x083,2025-05-19 08:01:39,2025-05-19 08:58:57,3438,voice,TWR-50285,completed,0.0,2025-05-19,8,0
e8406357-e6bf-4343-a605-276fef84ac83,2875848921,(646)476-0106x936,2025-02-27 04:04:18,2025-02-27 04:28:03,1425,voice,TWR-98700,completed,0.0,2025-02-27,4,0
0ee42142-246d-445f-b8e9-f3448e801d82,001-985-765-5981,(715)914-3058,2025-04-19 07:43:24,2025-04-19 07:44:02,38,voice,TWR-51189,completed,0.0,2025-04-19,7,1
007c4b02-f6fb-451e-a8c7-8642fd20f680,908-711-4234x033,(723)700-2292,2025-02-20 11:25:18,2025-02-20 12:13:09,2871,voice,TWR-54595,completed,0.0,2025-02-20,11,0
a8f0a059-8178-4d1b-ba66-c7988df81fb4,817-903-1039,001-982-992-4872,2025-03-22 12:24:12,2025-03-22 13:23:43,3571,voice,TWR-29755,completed,0.0,2025-03-22,12,1
812826b3-e038-4311-bfe2-ff030b9ced27,001-710-605-2000x8106,432-409-5081,2025-03-30 01:47:32,2025-03-30 02:10:06,1354,voice,TWR-34577,completed,0.0,2025-03-30,1,1
929786be-6bb9-4837-b718-c4fd263867e2,+1-605-446-5148x720,829-725-9081,2025-01-11 01:07:29,2025-01-11 01:50:42,2593,voice,TWR-67003,completed,0.0,2025-01-11,1,1
c907a66c-3370-47c4-b86f-24f2a74f79f7,308.588.2155,681-586-6707x24317,2025-02-13 01:47:08,2025-02-13 02:41:35,3267,data,TWR-03905,completed,3.5274574056294457,2025-02-13,1,0
f2731599-3428-42d8-8fff-8cb03216bd3b,5587755528,474.593.5822x92931,2025-01-24 05:23:17,2025-01-24 06:03:49,2432,voice,TWR-54295,completed,0.0,2025-01-24,5,0
38dd25a7-7e91-4ae6-be04-edb6ec37bb43,(372)292-1642,693.655.0847x141,2025-01-18 16:49:08,2025-01-18 17:37:48,2920,voice,TWR-34032,completed,0.0,2025-01-18,16,1
1318130b-e721-404d-9eca-4f81d3666697,(273)402-9421,524.839.5326x5734,2025-05-03 09:39:14,2025-05-03 10:35:01,3347,SMS,TWR-68390,completed,0.0,2025-05-03,9,1
acdeaba7-6fab-4936-a1fa-c46036d77aac,(377)353-7143x05183,951-467-7158,2025-01-02 02:39:27,2025-01-02 02:56:31,1024,voice,TWR-85478,completed,0.0,2025-01-02,2,0
4feef062-79b3-497c-98a0-11f7058add74,(705)806-0916,+1-625-898-8432x3267,2025-04-04 22:20:34,2025-04-04 22:36:32,958,voice,TWR-68784,completed,0.0,2025-04-04,22,0
09b418fe-1cf1-40cf-a455-e23d63d026a0,848.863.2498x0638,265.669.6183x4681,2025-05-12 14:40:42,2025-05-12 15:03:50,1388,SMS,TWR-60411,completed,0.0,2025-05-12,14,0
2a3d6244-188e-462a-803e-f4c5bb8dda18,001-637-845-6027,001-335-270-8315,2025-01-22 09:07:46,2025-01-22 09:47:03,2357,voice,TWR-64766,completed,0.0,2025-01-22,9,0
3b2174f2-e6a8-45a6-8787-b94a85f10ea5,(583)470-0143x66856,+1-968-892-6150x3699,2025-01-14 04:33:44,2025-01-14 04:48:05,861,voice,TWR-06694,completed,0.0,2025-01-14,4,0
483f1c5c-fe23-477c-9a67-a3538522d77a,227-249-5391,3588930742,2025-01-14 07:30:42,2025-01-14 07:47:39,1017,voice,TWR-46380,completed,0.0,2025-01-14,7,0
